baslik,icerik,etiket,kaynak_url
"Bakan Işıkhan, Azerbaycanlı mevkidaşı Aliyev ile bir araya geldi","Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, Azerbaycan Çalışma ve Halkın Sosyal Koruması Bakanı Anar Aliyev ile görüştü.Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/bakan-isikhan-azerbaycanli-mevkidasi-aliyev-ile-bir-araya-geldi-7479017
Beyoğlu'nda sır ölüm! Angolalı kadının cansız bedeni yatak odasında bulundu,"İstanbul Beyoğlu'nda yalnız yaşayan Angolalı Maria Bruyaba Mafuta, evinin yatak odasında ölü bulundu. Yapılan kontrollerde Mafuta’nın sırt üstü yatar vaziyette bulunduğu, vücudunda darp ya da kesici delici...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/beyoglunda-sir-olum-angolali-kadinin-cansiz-bedeni-yatak-odasinda-bulundu-7479016
"TCMB TOPLANTI TAKVİMİ 2025: Merkez Bankası faiz kararı hangi tarihte, saat kaçta açıklanacak?","Türkiye Cumhuriyet Merkez Bankası’nın yaklaşan faiz toplantısı, ekonomi çevrelerinde yeniden hareketlilik yarattı. Ekim ayında gelen indirim kararının ardından, Para Politikası Kurulu’nun Aralık ayında...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/tcmb-toplanti-takvimi-2025-merkez-bankasi-faiz-karari-ne-zaman-saat-kacta-aciklanacak-iste-tarihler-7479012
Maltepe'de servis minibüsü devrildi! Yaralılar var,"İstanbul Maltepe'de, şiddetli yağışın etkisiyle kayganlaşan yolda havalimanı personelini taşıyan servis minibüsü sürücünün direksiyon hakimiyetini kaybetmesi sonucu devrildi. Kazada 5 kişi yaralandı.Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/maltepede-servis-minibusu-devrildi-yaralilar-var-7479011
Alışverişten dönen kadını banyodan çıkan kasklı gasp etti! Gözaltına alınan gaspçıyı azmettiren kadının akrabası çıktı,İstanbul Ümraniye'de bir eve giren gaspçı karşısında ev sahibi kadını görünce bıçak çekip altınlarını aldı.  Ardından kadını bir odaya kilitledi. Korkudan ne yapacağını bilemeyen kadın kedini camdan attı....Devamı için tıklayınız,1,https://www.sabah.com.tr/yasam/alisveristen-donen-kadini-banyodan-cikan-kaskli-gasp-etti-gozaltina-alinan-gaspciyi-azmettiren-kadinin-akrabasi-cikti-7479010
Meksika'da araç infilak etti! Çok sayıda ölü ve yaralı var,Meksika'nın batısındaki Michoacan eyaletinde polis karakolunun önünde bir araç infilak etti. Patlama sonucu 5 kişinin hayatını kaybettiği 4 kişinin yaralandığı bildirildi.Devamı için tıklayınız,1,https://www.sabah.com.tr/dunya/meksikada-arac-infilak-etti-cok-sayida-olu-ve-yarali-var-7479009
Şanlıurfa’da feci kaza! 2 kişi hayatını kaybetti,Şanlıurfa’nın Eyyübiye ilçesinde gece saatlerinde meydana gelen trafik kazasında motosiklet üzerinde bulunan Memduh İkiyıldız ve Mehmet İkiyıldız hayatını kaybetti.Devamı için tıklayınız,1,https://www.sabah.com.tr/yasam/sanliurfada-gece-feci-kaza-2-kisi-hayatini-kaybetti-7479008
TPAO'nun 2 sahası için kamulaştırma kararı,Türkiye Petrolleri Anonim Ortaklığının (TPAO) Kırklareli ve Diyarbakır'daki sahalarına ilişkin kamulaştırma kararı alındı.Devamı için tıklayınız,0,https://www.sabah.com.tr/ekonomi/tpaonun-2-sahasi-icin-kamulastirma-karari-7478999
Bakan Şimşek'ten yapısal dönüşüm vurgusu: Bu konuda çok iyimserim,"Hazine ve Maliye Bakanı Mehmet Şimşek, ""Enflasyon yüzde 70'lerin ortasından yüzde 31'e indi ve tek haneye inecek. Yani pek çok endişeyi giderdik. Şimdi asıl konu, tüm bu kazanımları kalıcı hale getirecek...Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/bakan-simsekten-yapisal-donusum-vurgusu-bu-konuda-cok-iyimserim-7478995
Vali Sözer’den iç ısıtan hareket: Engelli park yerine bırakılan resmi araca ceza yazdırdı,"Bilecik’te bir restoran önünde engelli vatandaşlar için ayrılmış olan park yerine, resmi plakalı bir araç park etti. Engelli bir vatandaşın, sosyal medya üzerinden Bilecik Valisi Faik Oktay Sözer’e ulaşması...Devamı için tıklayınız",0,https://www.sabah.com.tr/yasam/vali-sozerden-ic-isitan-hareket-engelli-park-yerine-birakilan-resmi-araca-ceza-yazdirdi-7478991
Alaska'da 7 büyüklüğünde deprem! Can ve mal kaybı belirtilmedi,ABD'nin Alaska eyaletinde 7 büyüklüğünde deprem meydana geldi. Deprem nedeniyle herhangi bir can ya da mal kaybı belirtilmedi.Devamı için tıklayınız,1,https://www.sabah.com.tr/dunya/alaskada-7-buyuklugunde-deprem-can-ve-mal-kaybi-belirtilmedi-7478990
"Brezilya'nın PIX Sistemi, Tüm Bankaları Zorunlu Kılarak Anlık Ödemede Nasıl Devrim Yaptı?",Brezilya'nın nakitsiz bir gelecek amacıyla resmî olarak çıkardığı anlık ödeme sistemi PIX nedir? Nasıl devrim yaratmayı başardı.,1,https://www.webtekno.com/brezilya-pix-odeme-sistemi-nedir-nasil-devrim-yaratti-h207426.html
Düşük Bütçelerine Rağmen Çok Popüler Olmayı Başarmış Filmler,"Bazı filmler, çok düşük bütçelere sahip olmalarına rağmen gişede başarı yakalayıp başarılı olabiliyorlar. Biz de genç sinemacılara ilham olacak bu tarz yapımları derledik.",0,https://www.webtekno.com/dusuk-butceye-ragmen-basarili-olmus-filmler-h208293.html
Otomobilseverlerin Hayalini Süsleyen Alman Otobanlarında Neden Hız Sınırı Yok?,Almanya'da hız sınırı olmayan otobanlar tüm dünyada otomobil meraklılarının gözdesi olmuştur. Peki neden hız sınırı yok?,1,https://www.webtekno.com/almanya-otoban-neden-hiz-siniri-yok-h208302.html
Yapay Zekâdan Kişisel İsteklerinize Göre Yatırım Tavsiyeleri Almak İçin Kullanmanız Gereken Promptlar,Yapay zekâ günümüzde pek çok alanda kullanıldığı gibi finans alanında da analiz ve öneri amacıyla kullanılmakta. Her ne kadar yatırım tavsiyesi olmasa da yapay zekâyı finansal konularda nasıl daha iyi kullanabileceğinize gelin hep birlikte bakalım.,0,https://www.webtekno.com/yapay-zeka-kisisel-yatirim-tavsiye-promptlari-h208249.html
"Çin'in Sosyal Kredi Sistemi Hakkındaki Efsaneler ve Gerçekler (Black Mirror mı, Sıkıcı Bir Veritabanı mı?)",Çin'in meşhur Sosyal Kredi Sistemi hakkında ne kadar şey biliyoruz? Yoksa bildiğimizi sandığımız şeyler aslında hurafelerden mi ibaret?,1,https://www.webtekno.com/cin-sosyal-kredi-sistemi-hakkindaki-efsaneler-ve-gercekler-h207360.html
"Görünce Bunu Kim, Neden Üretmiş? Diyeceğiniz Eski Telefonların En Absürt Özellikleri",Günümüzde telefonlar gerçek anlamda tekdüze hâline gelse de geçmişte ciddi ciddi ilginç tasarımlar deneniyordu. Peki aralarında en absürt olanlar hangileriydi?,1,https://www.webtekno.com/eski-telefonlarin-en-absurt-ozellikleri-h208095.html
FC 26’da Sizi Profesyonel Yapacak 9 Efsane Taktik (Galibiyet Serisi İsteyen Buraya),FC 26'da zaman zaman akılalmaz derecede iyi oynayan oyuncularla karşılaşıyoruz. Peki o seviyede iyi oynamanın yolu nasıl ve nereden geçiyor?,0,https://www.webtekno.com/fc-26-sizi-profesyonel-yapacak-9-efsane-taktik-h208252.html
Büyük Umutlarla Vizyona Girip Gişede Patlayan Filmler,"Bazı filmler, devasa bütçelerle çekilip büyük umutlarla vizyona girseler de başarılı olamayabiliyor. Biz de gişede patlayan bu yapımları sizler için derledik.",0,https://www.webtekno.com/gisede-basarisiz-olan-filmler-h208215.html
Nostalji Rüzgârı: Arabalarda Artık Görmediğimiz Tarihe Karışan Efsane Özellikler,Otomobillerin geçirdiği inanılmaz hızlı evrim sayesinde özellikler sürekli değişiyor. Artık eskiden kullandığımız çoğu özellik arabalarda yok. Biz de sizi geçmişe götürecek bu özelliklerden bazılarını derledik.,0,https://www.webtekno.com/arabalarda-artik-olmayan-ozellikler-h207790.html
Dünyanın En Pahalı Askeri Uçakları ve Dudak Uçuklatan Fiyatları!,"Askeri teknolojinin sınırlarını zorlayan uçaklar, sadece yetenekleriyle değil, astronomik fiyat etiketleriyle de baş döndürüyor. İşte B-2 Spirit'ten F-35'e kadar dünyanın en pahalı askeri uçakları.",1,https://www.webtekno.com/dunyanin-en-pahali-askeri-ucaklari-h208398.html
"Online Ödeme Sistemleri Arasında Ne Gibi Farklar Var? PayPal, Stripe, İyzico ve Dahası...",Günümüzde pek çok online ödeme sistemi var ve ülkemizde bazılarını kullanmak mümkün olmasa da özellikle yeni bir işletme kuracak olanlar hangisini seçeceği konusunda zorlanıyor. Biz de bu içeriğimizde en popüler olan online ödeme sistemlerini masaya yatırıyoruz.,1,https://www.webtekno.com/online-odeme-sistemleri-arasinda-ne-gibi-farklar-var-h208246.html
"Bir Dönemin Efsane Kapaklı Telefonları: Motorola, Ericsson, Nokia ve Dahası...",Bir dönem hepimizin imrenerek baktığı o kapaklı telefonlar günümüzde artık yoklar. Peki zamanında bu telefonları efsane yapan şey neydi?,1,https://www.webtekno.com/bir-donemin-efsane-kapakli-telefonlari-motorola-ericsson-nokia-ve-dahasi-h207874.html
"PS6 Hakkında Şu Ana Dek Bildiğimiz Her Şey: Fiyatı, Çıkış Tarihi ve Özellikleri",Oyun dünyasının dört gözle beklediği yeni nesil PlayStation konsolu PS6'ya dair şu ana dek bilinen tüm detayları sizler için bir araya getirdik.,0,https://www.webtekno.com/ps6-fiyati-cikis-tarihi-ozellikleri-h208380.html
"Avustralya, Netflix ve Disney+'ı Neden Yerel İçerik Üretmeye Yasal Olarak Zorluyor?","Avustralya, diğer ülkelere kıyasla Netflix ve Disney+ gibi platformlara daha katı bir politika izliyor. Peki bunun sebebi tam olarak ne?",1,https://www.webtekno.com/avustralya-netflix-ve-disney-neden-yerel-icerik-uretmeye-zorluyor-h207336.html
Evdeki Peteklerin Havası Nasıl Alınır?,"Kış aylarında evinizdeki peteklerin düzgün çalışmaması genellikle sistem içerisinde biriken havadan kaynaklanır. Peteklerin havası nasıl alınır sorusu, birçok ev sahibinin karşılaştığı önemli bir problemdir.",1,https://www.webtekno.com/evdeki-peteklerin-havasi-nasil-alinir-h208003.html
"Tek Oturuşta Bitirebileceğiniz, Her Biri Birbirinden Güzel En İyi Orijinal Netflix Dizileri","Dünyanın en popüler film ve dizi platformu Netflix, çok iyi dizileri bünyesinde barındırıyor. Biz de hiç sıkılmadan izleyeceğiniz en iyi orijinal Netflix dizilerini derledik.",0,https://www.webtekno.com/en-iyi-netflix-dizileri-h208225.html
Dünyada Neden Tek Tip Priz ve Kâğıt Kullanılmıyor?,Dünyanın belli bölgelerine gittiğinizde farklı tür prizlerin ve kâğıtların kullanıldığını görebilirsiniz. Peki neden dünyada tek tip priz veya kâğıt yok?,1,https://www.webtekno.com/dunya-neden-tek-tip-priz-kagit-kullanilmiyor-h208381.html
Yılın En İyi iPhone Uygulamaları ve Oyunları Belli Oldu: İşte 2025 App Store Ödüllleri Kazananları,"Apple, 2025 App Store Ödülleri'nin kazananlarını resmen açıkladı. İşte bu yıl Apple ürünlerinde kullanılabilen en iyi oyun ve uygulamaları.",1,https://www.webtekno.com/2025-app-store-odullleri-kazananlari-h208321.html
"Öğrencilere ÖTV'siz Elektronik Cihaz Teklifi Geçerse Fiyatlar Nasıl Değişecek? (iPhone, PlayStation ve Dahası)",TBMM'ye sunulan yeni bir düzenleme ile üniversite öğrencilerinin ÖTV'den muaf elektronik ürün alması amaçlanıyor. Peki bu düzenleme yürürlüğe girerse iPhone 17 ve Samsung Galaxy S25 Ultra gibi popüler ürünlerin fiyatları nasıl değişir?,1,https://www.webtekno.com/ogrencilere-otv-siz-elektronik-cihaz-fiyatlar-nasil-degisecek-h208390.html
Bu Basit Ayar Sayesinde Artık Mail Kutunuz Boş Yere Dolup Taşmayacak! Adım Adım Spam Maillerden Kurtulma Rehberi,Bu zamana kadar Gmail'inizle abone olduğunuz site ve maillerin hangileri olduğunu tek tıkla görebileceksiniz desek... Gelin nasıl yapıldığına hep birlikte bakalım.,1,https://www.webtekno.com/gmail-abonelikleri-nasil-temizlenir-h208197.html
"OpenAI, ChatGPT'nin Artık Her Yalan Söylediğinde İtiraf Edeceğini Açıkladı (Siz Yine de Her Söylediğine İnanmayın)",OpenAI yayınladığı yeni blogunda ChatGPT'nin yakında her yanıtının ardından kendi yanıtını analiz edip yalan söyleyip söylemediğini belirteceğini açıkladı.,0,https://www.webtekno.com/chatgpt-artik-her-yalan-soylediginde-itiraf-edecek-h208319.html
Aralık 2025 Renault Kampanyaları: İndirimlere Ek Düşük Faizli Kredi Var!,Renault'un aralık ayı boyunca geçerli olacak kampanyaları belli oldu. Firma bu ay hem indirim hem de kredi kampanyaları sağlıyor. Eğer yeni yıl gelmeyen bir otomobil almak isterseniz bu kampanyaları değerlendirmenizde fayda var.,1,https://www.webtekno.com/aralik-2025-renault-kampanyalari-h208348.html
Steam LEGO İndirimleri Başladı: Yüzlerce Oyunda %90'a Varan İndirimleri Kaçırmayın!,Steam'in birçok farklı indiriminin ardından bugün de Steam Lego indirimleri başladı. Peki indirimlerde satın almaya değer hangi oyunlar var?,1,https://www.webtekno.com/2025-steam-lego-indirimleri-h208320.html
[Aralık 2025] Toplam Fiyatı 6 Bin TL'yi Aşan 14 Oyun Amazon Luna'da (Prime Gaming) Ücretsiz,Tıpkı Epic Games gibi ücretsiz dağıttığı oyunlarla bilinen Amazon Luna'nın (Prime Gaming) bu ay ücretsiz vereceği oyunlar açıklandı.,0,https://www.webtekno.com/aralik-2025-amazon-luna-prime-gaming-ucretsiz-oyunlari-h208344.html
[4-8 Aralık] 1.976 TL Değerinde 2 Oyun Bu Hafta Sonu Steam'de Ücretsiz!,"Steam, her hafta olduğu gibi bu hafta da bazı oyunları ücretsiz olarak oynamanıza olanak tanıyor. Oyunseverler, içeriğimizde yer alan oyunları bu süreçte ücretsiz olarak oynayabilecek.",1,https://www.webtekno.com/4-8-aralik-steam-ucretsiz-oyun-h208350.html
[Aralık 2025] Steam Açıkladı: Tüm Dünyada Tek Bir Bilgisayar Olsa Özellikleri Ne Olurdu?,"Steam, oyun tutkunlarının en çok tercih ettikleri donanım ve yazılım istatistiklerini paylaştı. Peki paylaşılan verilere en çok kullanılan donanımlar neler?",1,https://www.webtekno.com/aralik-2025-steam-donanim-anketi-h208342.html
[Aralık 2025] GeForce NOW'a Eklenecek Yeni Oyunlar Açıklandı,"NVIDIA, bulut oyun platformu NVIDIA GeForce NOW'a her ay yepyeni oyunlar ekliyor. Bu ay eklenecek yeni oyunlar da açıklanmış durumda.",0,https://www.webtekno.com/aralik-2025-geforce-now-yeni-oyunlar-h208333.html
Sam Altman ve Jony Ive'ın Yapay Zeka Cihazları Üretecek io Girişimi Mahkemeden Döndü,"Jony Ive ve Sam Altman'ın yapay zekâ cihazı girişimi io, iyO isimli şirketle isim benzerliği nedeniyle davalıktı. Mahkeme, OpenAI'ın itirazını reddederek iyO'nun şikâyetlerini haklı buldu.",0,https://www.webtekno.com/sam-altman-jony-ive-io-girisimi-mahkemeden-dondu-h208351.html
Spotify'ın Yeni Hedefi Belli Oldu: YouTube ve TikTok'a Rakip Olacak!,"Spotify, Premium kullanıcılara özel yakında şarkıların ses ve video sürümleri arasında tek dokunuşla geçiş yapılabilecek yeni bir özellik sunacak.",1,https://www.webtekno.com/spotify-yeni-hedefi-belli-oldu-h208386.html
Hakları Netflix'e Geçecek Tüm Warner Bros. Marka ve Yapımları (82 Milyar Dolar Ucuz Kalmış Diyeceksiniz),Netflix'in Warner Bros.'u satın alacağını açıklaması sonrası en çok merak edilen konulardan biri hangi yapımların Netflix kütüphanesine katılacağıydı. Şu aşamada tüm içerikler bilinmese de Netflix bazı planlarını açıklamış durumda.,0,https://www.webtekno.com/haklari-netflix-gececek-tum-warner-bros-marka-yapimlari-h208401.html
"Xiaomi 17 Ultra, tuhaf kamera tasarımıyla ilk kez kanlı canlı görüntülendi","Xiaomi 17 Ultra, koruyucu kılıf içinde ilk kez canlı olarak görüntülendi. Yeni dikdörtgen kamera tasarımı ve güçlü sensörler sızıntılarla doğrulandı.",0,https://www.webtekno.com/xiaomi-17-ultra-ilk-kez-goruntulendi-h208403.html
Aşırı Uygun Fiyata 7000 mAh Batarya ve 144 Hz Ekran Sunan realme P4x Tanıtıldı,"realme, yeni orta segment telefonu P4x'i resmen tanıttı. Bütçe dostu bir telefon olmasına rağmen dev batarya, gelişmiş ekran gibi özelliklerle geliyor.",0,https://www.webtekno.com/realme-p4x-tanitildi-ozellikleri-fiyati-h208354.html
"Netflix, Warner Bros.'u 82 Milyar Dolara Satın Alacağını Duyurdu","İddialar doğru çıktı. Netflix, Warner Bros.'u satın almak için anlaşma yaptığını duyurdu. Anlaşmanın bedeli ise 82,7 milyar dolar olarak açıklandı.",1,https://www.webtekno.com/netflix-warner-bros-satin-aliyor-h208399.html
YouTube Music hatası: Android’de çevrimdışı dinlemeyi bozan sorun,"Popüler müzik dinleme platformu YouTube Music’te Android kullanıcılarını etkileyen bir hata, indirilmiş şarkıları oynatmayı engelliyor. İşte sorunun nedenleri:",0,https://www.donanimhaber.com/youtube-music-hatasi-android-de-cevrimdisi-dinlemeyi-bozan-sorun--199426
NVIDIA CEO'su: Yapay zekânın insanlığı nereye götüreceğini kimse öngöremiyor,"NVIDIA'nın kurucusu Jensen Huang, yapay zekâ çağının insanlık için nasıl bir gelecek yaratacağını kimsenin kesin olarak tahmin edemeyeceğini söyledi.",1,https://www.donanimhaber.com/nvidia-ceo-su-yapay-zek-nin-gelecegini-kimse-ongoremiyor--199423
Redmi Turbo 5 serisi: Yeni nesil Dimensity işlemcilerle geliyor,"Redmi Turbo 5 serisi, yeni Dimensity 8 ve 9 serisi işlemcilerle güçlenerek önemli bir performans sıçraması sunmaya hazırlanıyor. İşte Ocak ayında tanıtılması beklenen serinin detayları:",0,https://www.donanimhaber.com/redmi-turbo-5-serisi-yeni-nesil-dimensity-islemcilerle-geliyor--199425
"BYD, lüks SUV aracını 2 tonluk ağaçla ezmeye çalıştı: İşte sonuç","Çinli otomobil devi BYD, 180.000 dolarlık lüks SUV aracının dayanıklılığını kanıtlamak için ekstrem bir test yaptı. Şirket tam 2 tonluk bir palmiye ağacını aracın üzerine üç kez düşürdü. İşte sonuç...",0,https://www.donanimhaber.com/byd-luks-suv-aracini-2-tonluk-agacla-ezmeye-calisti-iste-sonuc--199415
WhatsApp Imagine: Durum güncellemelerinde yeni yapay zeka dönemi,"Popüler mesajlaşma uygulaması WhatsApp, yapay zeka destekli Imagine özelliklerini durum güncellemelerine entegre ederek yaratıcı düzenleme deneyimini genişletiyor. İşte yeni araçlar:",0,https://www.donanimhaber.com/whatsapp-imagine-durum-guncellemelerinde-yeni-yapay-zeka-donemi--199422
"Jolla markası yıllar sonra akıllı telefon pazarına geri dönüyor, üstelik kendi işletim sistemi ile","Windows Phone, Android, iOS, Blackberry gibi devlerin olduğu bir dönemde Sailfish OS işletim sistemi ile meydan okuyan Jolla, bugün kendisine ikinci bir şans arıyor.",0,https://www.donanimhaber.com/jolla-phone-geliyor--199414
Telefon Tavsiyeleri - Aralık 2025,Çeşitli fiyat ve niteliklerde telefon önerilerinde bulunduğumuz telefon tavsiyeleri serisinin bu yıl son videosu olan Aralık ayı içeriğiyle karşınızdayız.,0,https://www.donanimhaber.com/telefon-tavsiyeleri--199408
Bellek krizinde yeni perde: SD kartlı telefonlar geri dönüyor,"Yükselen DRAM maliyetleri akıllı telefon pazarında dengeyi zorlarken, üreticiler kullanıcı maliyetlerini azaltmak için microSD kart yuvasını değerlendirmeye başladı.",0,https://www.donanimhaber.com/bellek-krizinde-yeni-perde-sd-kartli-telefonlar-geri-donuyor--199418
